Row,NumGoodAlgos
scenario0,0
scenario1,0
scenario2,0
scenario3,0
scenario4,0
scenario5,0
scenario6,0
scenario7,0
scenario8,0
scenario9,1
scenario10,0
scenario11,0
scenario12,1
scenario13,1
scenario14,1
scenario15,1
scenario16,0
scenario17,0
scenario18,1
scenario19,1
scenario20,1
scenario21,1
scenario22,1
scenario23,0
scenario24,0
scenario25,1
scenario26,1
scenario27,1
scenario28,1
scenario29,0
scenario30,1
scenario31,1
scenario32,0
scenario33,1
scenario34,1
scenario35,0
scenario36,1
scenario37,0
scenario38,1
scenario39,1
scenario40,1
scenario41,1
scenario42,1
scenario43,1
scenario44,1
scenario45,1
scenario46,1
scenario47,1
scenario48,0
scenario49,0
scenario50,0
scenario51,0
scenario52,1
scenario53,0
scenario54,1
scenario55,0
scenario56,1
scenario57,1
scenario58,1
scenario59,0
scenario60,0
scenario61,0
scenario62,0
scenario63,0
scenario64,0
scenario65,0
scenario66,0
scenario67,0
scenario68,0
scenario69,0
scenario70,0
scenario71,1
scenario72,0
scenario73,0
scenario74,0
scenario75,1
scenario76,1
scenario77,1
scenario78,0
scenario79,1
scenario80,1
scenario81,0
scenario82,1
scenario83,1
scenario84,0
scenario85,1
scenario86,1
scenario87,1
scenario88,0
scenario89,1
scenario90,1
scenario91,1
scenario92,0
scenario93,0
scenario94,0
scenario95,0
scenario96,0
scenario97,1
scenario98,0
scenario99,0
scenario100,0
scenario101,0
scenario102,0
scenario103,0
scenario104,0
scenario105,0
scenario106,1
scenario107,0
scenario108,0
scenario109,0
scenario110,0
scenario111,0
scenario112,0
scenario113,0
scenario114,0
scenario115,0
scenario116,0
scenario117,0
scenario118,0
scenario119,0
scenario120,0
scenario121,0
scenario122,0
scenario123,0
scenario124,0
scenario125,0
scenario126,1
scenario127,0
scenario128,0
scenario129,0
scenario130,0
scenario131,1
scenario132,0
scenario133,1
scenario134,1
scenario135,1
scenario136,1
scenario137,0
scenario138,1
scenario139,1
scenario140,1
scenario141,1
scenario142,1
scenario143,1
scenario144,1
scenario145,1
scenario146,1
scenario147,1
scenario148,1
scenario149,1
scenario150,0
scenario151,1
scenario152,1
scenario153,1
scenario154,1
scenario155,1
scenario156,1
scenario157,1
scenario158,1
scenario159,1
scenario160,1
scenario161,1
scenario162,1
scenario163,0
scenario164,1
scenario165,1
scenario166,1
scenario167,1
scenario168,0
scenario169,1
scenario170,1
scenario171,1
scenario172,1
scenario173,1
scenario174,0
scenario175,0
scenario176,1
scenario177,0
scenario178,1
scenario179,1
scenario180,0
scenario181,0
scenario182,1
scenario183,0
scenario184,0
scenario185,0
scenario186,0
scenario187,1
scenario188,1
scenario189,1
scenario190,1
scenario191,0
scenario192,1
scenario193,1
scenario194,1
scenario195,0
scenario196,1
scenario197,1
scenario198,1
scenario199,1
scenario200,1
scenario201,0
scenario202,1
scenario203,1
scenario204,1
scenario205,1
scenario206,0
scenario207,1
scenario208,0
scenario209,0
scenario210,0
scenario211,0
scenario212,0
scenario213,0
scenario214,0
scenario215,0
scenario216,0
scenario217,0
scenario218,1
scenario219,0
scenario220,0
scenario221,0
scenario222,0
scenario223,0
scenario224,0
scenario225,0
scenario226,0
scenario227,0
scenario228,0
scenario229,0
scenario230,0
scenario231,0
scenario232,0
scenario233,0
scenario234,0
scenario235,0
scenario236,0
scenario237,0
scenario238,1
scenario239,1
scenario240,1
scenario241,1
scenario242,1
scenario243,1
scenario244,1
scenario245,1
scenario246,1
scenario247,0
scenario248,0
scenario249,0
scenario250,1
scenario251,1
scenario252,1
scenario253,0
scenario254,0
scenario255,0
scenario256,0
scenario257,0
scenario258,0
scenario259,0
scenario260,0
scenario261,0
scenario262,0
scenario263,0
scenario264,0
scenario265,0
scenario266,0
scenario267,0
scenario268,0
scenario269,0
scenario270,0
scenario271,0
scenario272,0
scenario273,1
scenario274,0
scenario275,1
scenario276,1
scenario277,1
scenario278,0
scenario279,1
scenario280,0
scenario281,0
scenario282,1
scenario283,1
scenario284,1
scenario285,1
scenario286,1
scenario287,1
scenario288,1
scenario289,1
scenario290,0
scenario291,0
scenario292,0
scenario293,0
scenario294,0
scenario295,0
scenario296,0
scenario297,0
scenario298,0
scenario299,0
scenario300,0
scenario301,0
scenario302,0
scenario303,0
scenario304,0
scenario305,0
scenario306,0
scenario307,1
scenario308,1
scenario309,1
scenario310,0
scenario311,1
scenario312,1
scenario313,1
scenario314,0
scenario315,1
scenario316,1
scenario317,0
scenario318,1
scenario319,1
scenario320,1
scenario321,1
scenario322,0
scenario323,0
scenario324,1
scenario325,1
scenario326,1
scenario327,0
scenario328,0
scenario329,0
scenario330,0
scenario331,0
scenario332,0
scenario333,1
scenario334,0
scenario335,0
scenario336,0
scenario337,0
scenario338,1
scenario339,1
scenario340,1
scenario341,1
scenario342,1
scenario343,0
scenario344,0
scenario345,0
scenario346,0
scenario347,0
scenario348,1
scenario349,1
scenario350,1
scenario351,0
scenario352,1
scenario353,1
scenario354,1
scenario355,1
scenario356,0
scenario357,1
scenario358,1
scenario359,1
scenario360,1
scenario361,1
scenario362,0
scenario363,0
scenario364,0
scenario365,1
scenario366,0
scenario367,1
scenario368,0
scenario369,0
scenario370,0
scenario371,0
scenario372,1
scenario373,0
scenario374,0
scenario375,0
scenario376,0
scenario377,0
scenario378,1
scenario379,1
scenario380,0
scenario381,0
scenario382,1
scenario383,0
scenario384,0
scenario385,0
scenario386,1
scenario387,0
scenario388,0
scenario389,0
scenario390,1
scenario391,0
scenario392,0
scenario393,1
scenario394,1
scenario395,0
scenario396,0
scenario397,0
scenario398,0
scenario399,1
scenario400,0
scenario401,0
scenario402,0
scenario403,0
scenario404,0
scenario405,0
scenario406,0
scenario407,0
scenario408,0
scenario409,0
scenario410,1
scenario411,0
scenario412,0
scenario413,0
scenario414,0
scenario415,0
scenario416,0
scenario417,0
scenario418,1
scenario419,0
scenario420,0
scenario421,1
scenario422,1
scenario423,1
scenario424,1
scenario425,0
scenario426,0
scenario427,1
scenario428,1
scenario429,0
scenario430,1
scenario431,1
scenario432,0
scenario433,0
scenario434,1
scenario435,1
scenario436,1
scenario437,1
scenario438,1
scenario439,1
scenario440,1
scenario441,1
scenario442,0
scenario443,1
scenario444,1
scenario445,1
scenario446,0
scenario447,0
scenario448,1
scenario449,1
scenario450,1
scenario451,1
scenario452,1
scenario453,1
scenario454,1
scenario455,1
scenario456,1
scenario457,1
scenario458,1
scenario459,1
scenario460,1
scenario461,1
scenario462,1
scenario463,1
scenario464,1
scenario465,1
scenario466,1
scenario467,0
scenario468,1
scenario469,1
scenario470,1
scenario471,1
scenario472,1
scenario473,1
scenario474,1
scenario475,0
scenario476,1
scenario477,0
scenario478,0
scenario479,0
scenario480,0
scenario481,0
scenario482,0
scenario483,0
scenario484,0
scenario485,0
scenario486,0
scenario487,0
scenario488,0
scenario489,0
scenario490,1
scenario491,0
scenario492,0
scenario493,0
scenario494,0
scenario495,1
scenario496,1
scenario497,0
scenario498,0
scenario499,0
scenario500,0
scenario501,0
scenario502,0
scenario503,0
scenario504,0
scenario505,0
scenario506,0
scenario507,1
scenario508,0
scenario509,0
scenario510,0
scenario511,0
scenario512,0
scenario513,0
scenario514,0
scenario515,0
scenario516,0
scenario517,0
scenario518,0
scenario519,0
scenario520,0
scenario521,0
scenario522,0
scenario523,0
scenario524,0
scenario525,0
scenario526,0
scenario527,0
scenario528,0
scenario529,0
scenario530,0
scenario531,0
scenario532,0
scenario533,0
scenario534,0
scenario535,0
scenario536,0
scenario537,0
scenario538,0
scenario539,0
scenario540,1
scenario541,0
scenario542,0
scenario543,0
scenario544,0
scenario545,1
scenario546,0
scenario547,1
scenario548,0
scenario549,0
scenario550,0
scenario551,0
scenario552,0
scenario553,0
scenario554,0
scenario555,0
scenario556,0
scenario557,0
scenario558,0
scenario559,0
scenario560,0
scenario561,0
scenario562,0
scenario563,0
scenario564,0
scenario565,0
scenario566,0
scenario567,0
scenario568,0
scenario569,0
scenario570,0
scenario571,0
scenario572,0
scenario573,0
scenario574,0
scenario575,0
scenario576,0
scenario577,0
scenario578,0
scenario579,0
scenario580,0
scenario581,0
scenario582,0
scenario583,0
scenario584,0
scenario585,0
scenario586,0
scenario587,1
scenario588,0
scenario589,0
scenario590,0
scenario591,0
scenario592,0
scenario593,0
scenario594,0
scenario595,0
scenario596,0
scenario597,0
scenario598,0
scenario599,1
scenario600,0
scenario601,0
scenario602,0
scenario603,0
scenario604,0
scenario605,0
scenario606,0
scenario607,0
scenario608,0
scenario609,0
scenario610,0
scenario611,0
scenario612,0
scenario613,0
scenario614,0
scenario615,0
scenario616,0
scenario617,0
scenario618,1
scenario619,0
scenario620,0
scenario621,0
scenario622,0
scenario623,0
scenario624,0
scenario625,0
scenario626,0
scenario627,0
scenario628,0
scenario629,0
scenario630,0
scenario631,0
scenario632,0
scenario633,0
scenario634,0
scenario635,1
scenario636,0
scenario637,0
scenario638,0
scenario639,1
scenario640,0
scenario641,0
scenario642,0
scenario643,0
scenario644,0
scenario645,0
scenario646,1
scenario647,0
scenario648,0
scenario649,0
scenario650,0
scenario651,0
scenario652,0
scenario653,0
scenario654,0
scenario655,1
scenario656,0
scenario657,0
scenario658,0
scenario659,0
scenario660,0
scenario661,1
scenario662,0
scenario663,0
scenario664,0
scenario665,0
scenario666,0
scenario667,0
scenario668,1
scenario669,0
scenario670,0
scenario671,0
scenario672,0
scenario673,0
scenario674,0
scenario675,0
scenario676,1
scenario677,0
scenario678,0
scenario679,0
scenario680,0
scenario681,0
scenario682,1
scenario683,0
scenario684,0
scenario685,0
scenario686,0
scenario687,0
scenario688,1
scenario689,0
scenario690,0
scenario691,0
scenario692,0
scenario693,0
scenario694,0
scenario695,0
scenario696,0
scenario697,0
scenario698,1
scenario699,0
scenario700,0
scenario701,1
scenario702,0
scenario703,0
scenario704,0
scenario705,1
scenario706,0
scenario707,0
scenario708,0
scenario709,0
scenario710,0
scenario711,0
scenario712,0
scenario713,0
scenario714,0
scenario715,0
scenario716,0
scenario717,0
scenario718,0
scenario719,0
scenario720,0
scenario721,1
scenario722,0
scenario723,0
scenario724,0
scenario725,0
scenario726,0
scenario727,0
scenario728,0
scenario729,0
scenario730,1
scenario731,0
scenario732,0
scenario733,0
scenario734,0
scenario735,0
scenario736,1
scenario737,0
scenario738,0
scenario739,1
scenario740,1
scenario741,0
scenario742,0
scenario743,0
scenario744,0
scenario745,0
scenario746,0
scenario747,0
scenario748,0
scenario749,0
scenario750,0
scenario751,0
scenario752,0
scenario753,0
scenario754,0
scenario755,0
scenario756,0
scenario757,0
scenario758,0
scenario759,0
scenario760,0
scenario761,0
scenario762,0
scenario763,0
scenario764,0
scenario765,0
scenario766,0
scenario767,0
scenario768,0
scenario769,0
scenario770,0
scenario771,0
scenario772,0
scenario773,0
scenario774,0
scenario775,0
scenario776,0
scenario777,0
scenario778,0
scenario779,0
scenario780,0
scenario781,0
scenario782,0
scenario783,0
scenario784,0
scenario785,0
scenario786,0
scenario787,0
scenario788,0
scenario789,0
scenario790,0
scenario791,0
scenario792,0
scenario793,0
scenario794,0
scenario795,0
scenario796,0
scenario797,1
scenario798,0
scenario799,0
scenario800,0
scenario801,0
scenario802,0
scenario803,0
scenario804,0
scenario805,0
scenario806,0
scenario807,0
scenario808,0
scenario809,0
scenario810,1
scenario811,0
scenario812,0
scenario813,0
scenario814,1
scenario815,0
scenario816,0
scenario817,0
scenario818,0
scenario819,0
scenario820,0
scenario821,0
scenario822,0
scenario823,0
scenario824,1
scenario825,0
scenario826,0
scenario827,0
scenario828,0
scenario829,0
scenario830,0
scenario831,0
scenario832,0
scenario833,0
scenario834,0
scenario835,0
scenario836,0
scenario837,0
scenario838,0
scenario839,0
scenario840,0
scenario841,0
scenario842,0
scenario843,0
scenario844,0
scenario845,0
scenario846,0
scenario847,0
scenario848,0
scenario849,0
scenario850,0
scenario851,0
scenario852,0
scenario853,0
scenario854,0
scenario855,0
scenario856,0
scenario857,0
scenario858,0
scenario859,0
scenario860,0
scenario861,1
scenario862,0
scenario863,0
scenario864,1
scenario865,1
scenario866,0
scenario867,0
scenario868,0
scenario869,0
scenario870,0
scenario871,0
scenario872,1
scenario873,0
scenario874,1
scenario875,0
scenario876,0
scenario877,1
scenario878,0
scenario879,0
scenario880,0
scenario881,0
scenario882,0
scenario883,0
scenario884,0
scenario885,0
scenario886,0
scenario887,1
scenario888,0
scenario889,0
scenario890,0
scenario891,0
scenario892,1
scenario893,1
scenario894,0
scenario895,0
scenario896,0
scenario897,1
scenario898,1
scenario899,1
scenario900,1
scenario901,1
scenario902,0
scenario903,0
scenario904,1
scenario905,1
scenario906,1
scenario907,1
scenario908,1
scenario909,1
scenario910,1
scenario911,1
scenario912,0
scenario913,1
scenario914,1
scenario915,0
scenario916,0
scenario917,1
scenario918,0
scenario919,1
scenario920,1
scenario921,1
scenario922,0
scenario923,1
scenario924,0
scenario925,0
scenario926,0
scenario927,1
scenario928,0
scenario929,1
scenario930,1
scenario931,1
scenario932,1
scenario933,1
scenario934,1
scenario935,0
scenario936,0
scenario937,0
scenario938,0
scenario939,0
scenario940,1
scenario941,0
scenario942,0
scenario943,1
scenario944,0
scenario945,0
scenario946,0
scenario947,1
scenario948,0
scenario949,1
scenario950,0
scenario951,1
scenario952,1
scenario953,1
scenario954,0
scenario955,1
scenario956,1
scenario957,0
scenario958,1
scenario959,0
scenario960,0
scenario961,0
scenario962,0
scenario963,0
scenario964,0
scenario965,0
scenario966,0
scenario967,0
scenario968,0
scenario969,0
scenario970,0
scenario971,0
scenario972,0
scenario973,1
scenario974,0
scenario975,0
scenario976,0
scenario977,1
scenario978,0
scenario979,0
scenario980,0
scenario981,0
scenario982,1
scenario983,0
scenario984,0
scenario985,1
scenario986,0
scenario987,1
scenario988,0
scenario989,1
scenario990,1
scenario991,1
scenario992,0
scenario993,1
scenario994,1
scenario995,1
scenario996,0
scenario997,0
scenario998,1
scenario999,1
scenario1000,1
scenario1001,0
scenario1002,1
scenario1003,0
scenario1004,0
scenario1005,1
scenario1006,0
scenario1007,0
scenario1008,1
scenario1009,1
scenario1010,0
scenario1011,1
scenario1012,0
scenario1013,1
scenario1014,1
scenario1015,0
scenario1016,0
scenario1017,1
scenario1018,0
scenario1019,0
scenario1020,0
scenario1021,1
scenario1022,0
scenario1023,1
scenario1024,0
scenario1025,0
scenario1026,1
scenario1027,1
scenario1028,1
scenario1029,1
scenario1030,0
scenario1031,0
scenario1032,1
scenario1033,0
scenario1034,1
scenario1035,1
scenario1036,0
scenario1037,1
scenario1038,0
scenario1039,0
scenario1040,1
scenario1041,0
scenario1042,1
scenario1043,1
scenario1044,0
scenario1045,0
scenario1046,1
scenario1047,0
scenario1048,0
scenario1049,0
scenario1050,1
scenario1051,1
scenario1052,0
scenario1053,0
scenario1054,1
scenario1055,0
scenario1056,1
scenario1057,1
scenario1058,1
scenario1059,1
scenario1060,1
scenario1061,0
scenario1062,1
scenario1063,0
scenario1064,1
scenario1065,0
scenario1066,0
scenario1067,1
scenario1068,0
scenario1069,0
scenario1070,1
scenario1071,0
scenario1072,1
scenario1073,1
scenario1074,1
scenario1075,1
scenario1076,1
scenario1077,0
scenario1078,0
scenario1079,0
scenario1080,1
scenario1081,1
scenario1082,1
scenario1083,1
scenario1084,0
scenario1085,1
scenario1086,0
scenario1087,1
scenario1088,0
scenario1089,0
scenario1090,1
scenario1091,0
scenario1092,0
scenario1093,0
scenario1094,0
scenario1095,0
scenario1096,0
scenario1097,0
scenario1098,0
scenario1099,0
scenario1100,0
scenario1101,0
scenario1102,1
scenario1103,0
scenario1104,1
scenario1105,0
scenario1106,0
scenario1107,0
scenario1108,0
scenario1109,0
scenario1110,0
scenario1111,0
scenario1112,0
scenario1113,0
scenario1114,0
scenario1115,0
scenario1116,0
scenario1117,0
scenario1118,0
scenario1119,0
scenario1120,0
scenario1121,1
scenario1122,0
scenario1123,1
scenario1124,1
scenario1125,1
scenario1126,0
scenario1127,1
scenario1128,1
scenario1129,0
scenario1130,1
scenario1131,0
scenario1132,1
scenario1133,1
scenario1134,1
scenario1135,1
scenario1136,0
scenario1137,0
scenario1138,1
scenario1139,1
scenario1140,1
scenario1141,1
scenario1142,1
scenario1143,1
scenario1144,1
scenario1145,0
scenario1146,1
scenario1147,1
scenario1148,1
scenario1149,1
scenario1150,1
scenario1151,0
scenario1152,0
scenario1153,1
scenario1154,1
scenario1155,0
scenario1156,1
scenario1157,0
scenario1158,1
scenario1159,1
scenario1160,1
scenario1161,1
scenario1162,0
scenario1163,1
scenario1164,0
scenario1165,0
scenario1166,0
scenario1167,0
scenario1168,1
scenario1169,0
scenario1170,0
scenario1171,1
scenario1172,0
scenario1173,0
scenario1174,1
scenario1175,0
scenario1176,1
scenario1177,0
scenario1178,1
scenario1179,1
scenario1180,0
scenario1181,0
scenario1182,1
scenario1183,0
scenario1184,0
scenario1185,1
scenario1186,1
scenario1187,1
scenario1188,1
scenario1189,0
scenario1190,0
scenario1191,1
scenario1192,1
scenario1193,1
scenario1194,1
scenario1195,1
scenario1196,1
scenario1197,0
scenario1198,1
scenario1199,1
scenario1200,1
scenario1201,1
scenario1202,1
scenario1203,0
scenario1204,0
scenario1205,0
scenario1206,0
scenario1207,0
scenario1208,1
scenario1209,0
scenario1210,0
scenario1211,1
scenario1212,0
scenario1213,0
scenario1214,1
scenario1215,0
scenario1216,0
scenario1217,0
scenario1218,1
scenario1219,1
scenario1220,1
scenario1221,0
scenario1222,0
scenario1223,0
scenario1224,0
scenario1225,0
scenario1226,0
scenario1227,0
scenario1228,0
scenario1229,0
scenario1230,0
scenario1231,0
scenario1232,0
scenario1233,0
scenario1234,0
scenario1235,0
scenario1236,0
scenario1237,0
scenario1238,0
scenario1239,0
scenario1240,0
scenario1241,0
scenario1242,0
scenario1243,0
scenario1244,0
scenario1245,0
scenario1246,1
scenario1247,1
scenario1248,1
scenario1249,1
scenario1250,1
scenario1251,1
scenario1252,1
scenario1253,1
scenario1254,1
scenario1255,0
scenario1256,0
scenario1257,0
scenario1258,0
scenario1259,1
scenario1260,0
scenario1261,0
scenario1262,1
scenario1263,1
scenario1264,0
scenario1265,0
scenario1266,1
scenario1267,0
scenario1268,1
scenario1269,1
scenario1270,1
scenario1271,1
scenario1272,0
scenario1273,0
scenario1274,1
scenario1275,0
scenario1276,0
scenario1277,0
scenario1278,1
scenario1279,1
scenario1280,0
scenario1281,1
scenario1282,0
scenario1283,0
scenario1284,0
scenario1285,1
scenario1286,0
scenario1287,1
scenario1288,1
scenario1289,0
scenario1290,1
scenario1291,0
scenario1292,0
scenario1293,1
scenario1294,1
scenario1295,0
scenario1296,0
scenario1297,1
scenario1298,0
scenario1299,1
scenario1300,0
scenario1301,0
scenario1302,0
scenario1303,0
scenario1304,1
scenario1305,0
scenario1306,1
scenario1307,1
scenario1308,1
scenario1309,1
scenario1310,1
scenario1311,1
scenario1312,1
scenario1313,1
scenario1314,1
scenario1315,1
scenario1316,0
scenario1317,1
scenario1318,0
scenario1319,0
scenario1320,0
scenario1321,0
scenario1322,0
scenario1323,0
scenario1324,0
scenario1325,0
scenario1326,0
scenario1327,0
scenario1328,0
scenario1329,0
scenario1330,0
scenario1331,0
scenario1332,0
scenario1333,0
scenario1334,0
scenario1335,0
scenario1336,0
scenario1337,0
scenario1338,0
scenario1339,0
scenario1340,0
scenario1341,0
scenario1342,0
scenario1343,0
scenario1344,0
scenario1345,0
scenario1346,0
scenario1347,0
scenario1348,0
scenario1349,0
scenario1350,0
scenario1351,0
scenario1352,0
scenario1353,0
scenario1354,0
scenario1355,0
scenario1356,0
scenario1357,0
scenario1358,1
scenario1359,0
scenario1360,0
scenario1361,1
scenario1362,1
scenario1363,0
scenario1364,0
scenario1365,0
scenario1366,0
scenario1367,0
scenario1368,0
scenario1369,0
scenario1370,0
scenario1371,0
scenario1372,0
scenario1373,0
scenario1374,0
scenario1375,0
scenario1376,1
scenario1377,1
scenario1378,0
scenario1379,0
scenario1380,0
scenario1381,0
scenario1382,0
scenario1383,0
scenario1384,0
scenario1385,0
scenario1386,0
scenario1387,1
scenario1388,0
scenario1389,0
scenario1390,1
scenario1391,1
scenario1392,0
scenario1393,0
scenario1394,1
scenario1395,0
scenario1396,0
scenario1397,0
scenario1398,0
scenario1399,1
scenario1400,1
scenario1401,0
scenario1402,0
scenario1403,1
scenario1404,0
scenario1405,0
scenario1406,1
scenario1407,0
scenario1408,0
scenario1409,0
scenario1410,0
scenario1411,0
scenario1412,0
scenario1413,0
scenario1414,0
scenario1415,0
scenario1416,0
scenario1417,0
scenario1418,0
scenario1419,0
scenario1420,0
scenario1421,0
scenario1422,0
scenario1423,0
scenario1424,0
scenario1425,0
scenario1426,0
scenario1427,0
scenario1428,0
scenario1429,0
scenario1430,0
scenario1431,0
scenario1432,0
scenario1433,0
scenario1434,0
scenario1435,0
scenario1436,0
scenario1437,0
scenario1438,0
scenario1439,0
scenario1440,0
scenario1441,0
scenario1442,0
scenario1443,0
scenario1444,0
scenario1445,1
scenario1446,1
scenario1447,0
scenario1448,0
scenario1449,0
scenario1450,0
scenario1451,0
scenario1452,0
scenario1453,0
scenario1454,0
scenario1455,0
scenario1456,0
scenario1457,0
scenario1458,0
scenario1459,0
scenario1460,0
scenario1461,0
scenario1462,0
scenario1463,0
scenario1464,0
scenario1465,0
scenario1466,0
scenario1467,0
scenario1468,0
scenario1469,0
scenario1470,0
scenario1471,0
scenario1472,0
scenario1473,1
scenario1474,0
scenario1475,1
scenario1476,0
scenario1477,1
scenario1478,1
scenario1479,0
scenario1480,1
scenario1481,1
scenario1482,1
scenario1483,1
scenario1484,1
scenario1485,0
scenario1486,1
scenario1487,1
scenario1488,0
scenario1489,1
scenario1490,0
scenario1491,0
scenario1492,0
scenario1493,1
scenario1494,0
scenario1495,1
scenario1496,0
scenario1497,1
scenario1498,0
scenario1499,1
scenario1500,1
scenario1501,0
scenario1502,1
scenario1503,0
scenario1504,0
scenario1505,0
scenario1506,1
scenario1507,1
scenario1508,0
scenario1509,0
scenario1510,0
scenario1511,1
scenario1512,1
scenario1513,0
scenario1514,0
scenario1515,1
scenario1516,0
scenario1517,0
scenario1518,0
scenario1519,0
scenario1520,0
scenario1521,1
scenario1522,0
scenario1523,1
scenario1524,0
scenario1525,0
scenario1526,0
scenario1527,0
scenario1528,0
scenario1529,0
scenario1530,0
scenario1531,0
scenario1532,0
scenario1533,0
scenario1534,1
scenario1535,0
scenario1536,0
scenario1537,0
scenario1538,0
scenario1539,0
scenario1540,1
scenario1541,0
scenario1542,0
scenario1543,1
scenario1544,1
scenario1545,0
scenario1546,0
scenario1547,0
scenario1548,1
scenario1549,0
scenario1550,0
scenario1551,0
scenario1552,0
scenario1553,0
scenario1554,1
scenario1555,0
scenario1556,0
scenario1557,1
scenario1558,0
scenario1559,0
scenario1560,1
scenario1561,1
scenario1562,0
scenario1563,0
